Date,Open,High,Low,Close,Adj Close,Volume,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth
2004-11-19,348.192993,355.792999,348.192993,352.108002,256.10144,877902.0,5.0,5.3,56.0,5.2,3.4,1.0,0.0,102120.0,0.0
2004-11-22,350.496002,355.10199,349.804993,354.411011,257.776581,1013541.0,7.0,2.8,41.0,12.2,9.6,5.2,0.0,101820.0,0.0
2004-11-23,356.484009,357.86499,348.192993,354.640991,257.943787,1042678.0,8.0,0.0,16.0,11.3,11.0,9.9,0.0,102740.0,0.0
2004-11-24,355.332001,363.161987,353.950012,362.01001,263.303528,1390401.0,8.0,0.0,15.0,11.4,10.3,9.3,0.0,103050.0,0.0
2004-11-25,363.852997,378.131012,359.661987,373.063995,271.343597,3516373.0,6.0,1.0,27.0,13.2,9.8,8.3,0.2,102470.0,0.0
2004-11-26,374.675995,380.894012,358.096008,380.894012,277.038513,2203046.0,6.0,2.1,34.0,9.8,10.3,7.4,1.2,102090.0,0.0
2004-11-29,379.972992,382.045013,374.907013,376.748993,274.023712,2216670.0,5.0,5.6,52.0,9.4,7.4,5.8,0.0,101920.0,0.0
2004-11-30,374.216003,381.123993,369.692993,376.519012,273.856445,4055579.0,5.0,0.1,17.0,7.0,5.8,2.1,0.0,101410.0,0.0
2004-12-01,377.670013,377.670013,372.834015,373.063995,271.343597,2365159.0,5.0,0.1,15.0,6.8,4.2,1.3,0.0,100990.0,0.0
2004-12-02,373.984985,383.427002,372.050995,383.427002,278.880981,3499084.0,5.0,1.3,25.0,6.0,4.0,1.2,0.0,101420.0,0.0
2004-12-03,382.96701,391.487,382.653015,388.723999,282.733704,2687640.0,7.0,0.0,13.0,10.1,4.2,2.3,0.0,102280.0,0.0
2004-12-06,385.269012,388.95401,381.355011,382.045013,277.875793,974537.0,5.0,1.2,24.0,9.3,10.0,8.4,0.0,102880.0,0.0
2004-12-07,381.355011,383.657013,373.294006,381.584991,277.541138,1290564.0,6.0,0.0,13.0,9.5,6.2,3.2,0.0,102980.0,0.0
2004-12-08,380.664001,383.196991,375.763,381.815002,279.1716,1075109.0,7.0,0.0,13.0,7.5,8.0,6.4,0.0,103110.0,0.0
2004-12-09,381.355011,384.347992,377.670013,378.591003,276.814423,1720236.0,5.0,3.4,36.0,6.7,5.7,3.9,0.0,102570.0,0.0
2004-12-10,382.045013,399.096008,379.264008,396.092987,289.611267,4491164.0,6.0,0.0,12.0,8.3,5.4,4.2,0.0,102410.0,0.0
2004-12-13,471.627014,497.419006,468.403015,497.419006,363.697906,54571802.0,8.0,0.0,12.0,10.5,4.2,1.2,0.2,102840.0,0.0
2004-12-14,497.880005,502.946014,492.812988,501.104004,366.392212,14134001.0,8.0,0.0,12.0,12.3,5.9,1.3,0.0,102440.0,0.0
2004-12-15,502.946014,511.006012,500.182007,507.552002,371.106812,8479017.0,7.0,0.6,19.0,11.5,9.6,6.8,0.6,101820.0,0.0
2004-12-16,507.552002,520.447998,496.589996,512.526001,374.743652,7110923.0,5.0,1.9,27.0,7.1,10.4,9.2,3.4,100490.0,0.0
2004-12-17,513.078003,515.612,511.235992,512.156982,374.473846,4844577.0,5.0,1.1,22.0,7.7,6.6,6.2,13.0,99930.0,0.0
2004-12-20,513.539001,552.687988,513.539001,534.034973,390.470428,8235490.0,6.0,1.0,22.0,7.8,1.8,-2.7,0.2,101990.0,0.0
2004-12-21,533.343994,533.343994,520.90802,529.658997,387.270721,12070228.0,6.0,0.0,12.0,12.1,4.0,0.2,6.6,102360.0,0.0
2004-12-22,529.658997,534.265015,528.276978,529.658997,387.270721,7076795.0,8.0,0.2,15.0,12.7,6.7,1.3,0.4,101520.0,0.0
2004-12-23,536.106995,536.106995,530.119995,531.961975,388.954651,4711253.0,6.0,2.5,30.0,11.1,10.2,7.8,0.0,100980.0,0.0
2004-12-24,532.422974,532.422974,531.961975,532.422974,389.291718,199190.0,7.0,0.3,16.0,4.8,9.4,7.6,0.2,100060.0,0.0
2004-12-27,532.422974,532.422974,531.961975,532.422974,389.291718,0.0,4.0,4.0,38.0,6.9,2.8,-2.5,9.8,101740.0,0.0
2004-12-28,532.422974,532.422974,531.961975,532.422974,389.291718,0.0,2.0,7.0,51.0,11.3,2.8,-1.3,0.0,100890.0,0.0
2004-12-29,538.870972,543.291992,531.961975,537.948975,393.332123,444075.0,5.0,2.6,32.0,13.0,6.4,1.6,0.0,102560.0,0.0
2004-12-30,537.028015,537.028015,532.422974,536.106995,391.985352,1456490.0,6.0,1.0,22.0,12.6,7.6,2.2,0.0,102660.0,0.0
2004-12-31,536.106995,537.028015,533.804016,536.106995,391.985352,198393.0,6.0,1.6,26.0,12.6,10.6,8.5,0.0,102340.0,0.0
2005-01-03,536.106995,537.028015,533.804016,536.106995,391.985352,0.0,6.0,1.8,28.0,10.3,7.0,3.8,0.0,103170.0,0.0
2005-01-04,540.713013,542.554993,495.576996,541.633972,396.02655,2923858.0,7.0,0.0,13.0,11.5,8.7,5.9,1.4,102390.0,0.0
2005-01-05,541.265991,542.554993,537.489014,538.870972,394.006378,2877611.0,4.0,0.0,13.0,9.1,5.5,1.9,0.2,102270.0,0.0
2005-01-06,543.476013,543.476013,536.106995,538.041016,393.399475,2314551.0,6.0,1.7,28.0,12.8,8.4,3.9,0.0,102700.0,0.0
2005-01-07,537.948975,538.870972,532.422974,537.948975,393.332123,7642989.0,7.0,2.4,32.0,14.4,10.2,5.9,3.0,101910.0,0.0
2005-01-10,537.718994,543.476013,535.646973,538.640015,393.837463,1545186.0,7.0,0.0,14.0,12.3,9.9,7.5,2.6,101460.0,0.0
2005-01-11,541.633972,543.476013,541.172974,543.476013,397.373352,407360.0,6.0,0.0,14.0,12.9,10.2,7.4,1.0,101600.0,0.0
2005-01-12,543.476013,545.31897,539.606995,541.633972,396.02655,2409616.0,3.0,6.4,54.0,9.4,7.8,6.2,0.0,102010.0,0.0
2005-01-13,539.330994,543.476013,539.330994,542.554993,396.699921,1311615.0,4.0,5.8,52.0,8.3,5.0,1.7,0.0,102890.0,0.0
2005-01-14,543.476013,545.31897,538.870972,538.870972,394.006378,3590091.0,6.0,5.2,50.0,9.0,5.0,1.0,0.0,102750.0,0.0
2005-01-17,529.658997,534.265015,525.283997,534.265015,390.638519,12766329.0,7.0,0.0,15.0,10.5,7.6,4.7,3.2,101150.0,0.0
2005-01-18,530.809998,533.112976,525.955994,528.737976,386.597382,5907928.0,5.0,4.2,47.0,7.2,4.6,2.1,0.2,99940.0,0.0
2005-01-19,529.658997,534.265015,527.125977,528.737976,386.597382,4474062.0,4.0,2.8,39.0,11.7,6.9,2.1,0.0,101140.0,0.0
2005-01-20,529.658997,534.265015,527.817017,529.429016,387.102539,3641967.0,6.0,0.0,16.0,12.8,8.8,4.9,0.8,100920.0,0.0
2005-01-21,537.948975,537.948975,527.724976,534.265015,390.638519,3404724.0,6.0,1.2,29.0,8.8,6.7,4.6,0.0,101540.0,0.0
2005-01-24,538.870972,538.870972,528.737976,530.119995,387.607819,1984875.0,5.0,4.5,52.0,4.9,3.2,1.6,0.2,103010.0,0.0
2005-01-25,529.429016,535.922974,529.429016,535.185974,391.311859,3039929.0,6.0,2.0,37.0,5.5,3.9,2.3,0.0,102980.0,0.0
2005-01-26,535.185974,535.185974,527.356018,529.197998,386.933716,2877100.0,5.0,5.1,57.0,5.4,2.6,-0.1,0.2,103270.0,0.0
2005-01-27,529.658997,536.336975,528.737976,533.343994,389.965118,2840052.0,7.0,0.0,18.0,7.4,4.4,1.5,3.6,102540.0,0.0
2005-01-28,534.265015,534.265015,530.028015,531.500977,388.617523,1536106.0,8.0,0.0,18.0,7.8,6.5,5.2,2.6,101990.0,0.0
2005-01-31,529.658997,533.343994,523.210999,527.356018,385.586884,3164953.0,5.0,2.0,41.0,10.4,6.4,2.3,0.6,103160.0,0.0
2005-02-01,527.356018,529.197998,524.132019,527.356018,385.586884,3672502.0,8.0,0.2,24.0,9.2,8.1,7.0,0.2,103390.0,0.0
2005-02-02,526.895996,529.658997,524.132019,524.593018,383.56665,3806332.0,7.0,0.1,22.0,8.4,7.2,5.9,0.0,103630.0,0.0
2005-02-03,528.507996,528.507996,523.210999,525.283997,384.07193,1336482.0,7.0,0.0,20.0,10.7,7.0,3.2,0.0,103610.0,0.0
2005-02-04,522.981018,524.841003,516.330017,520.447998,380.53598,4120244.0,7.0,0.0,20.0,9.8,8.2,6.7,0.0,102980.0,0.0
2005-02-07,524.362,529.125,511.235992,521.369019,381.209381,7299519.0,3.0,3.4,57.0,7.9,4.8,1.6,0.8,102370.0,0.0
2005-02-08,522.289978,523.994019,516.309021,520.447998,380.53598,3734742.0,5.0,1.4,41.0,9.2,6.2,3.1,0.0,102520.0,0.0
2005-02-09,525.052979,531.500977,522.289978,526.895996,385.250488,12251178.0,7.0,0.1,25.0,10.6,7.2,3.9,0.2,102580.0,0.0
2005-02-10,526.895996,531.500977,526.895996,530.580017,387.944122,7493879.0,8.0,0.0,23.0,11.6,10.0,8.4,3.6,102140.0,0.0
2005-02-11,529.658997,531.500977,525.052979,525.283997,384.07193,6514466.0,8.0,0.0,23.0,12.3,8.9,5.5,1.8,101830.0,0.0
2005-02-14,518.14502,534.265015,518.14502,523.210999,382.556183,2306945.0,5.0,2.8,58.0,6.9,4.8,2.7,0.0,101880.0,0.0
2005-02-15,525.052979,531.500977,522.289978,527.817017,385.92395,2253831.0,4.0,6.5,87.0,7.2,4.6,2.1,0.0,102330.0,0.0
2005-02-16,527.817017,531.500977,522.289978,526.434998,384.913483,0.0,7.0,0.0,25.0,4.6,3.5,2.4,0.0,102880.0,0.0
2005-02-17,532.422974,532.422974,523.671997,524.362,383.397827,2187922.0,8.0,0.0,26.0,6.5,3.2,-0.2,3.0,102660.0,0.0
2005-02-18,526.895996,529.658997,524.223999,526.664978,385.081604,1685233.0,6.0,1.5,49.0,9.0,5.9,2.8,0.4,102080.0,0.0
2005-02-21,526.895996,526.895996,511.235992,517.684021,378.515076,2189756.0,6.0,3.8,73.0,5.7,3.3,0.9,2.0,101190.0,0.0
2005-02-22,520.21698,540.171997,513.309021,514.0,375.821381,2444002.0,6.0,3.9,75.0,4.9,2.7,0.5,0.4,101510.0,1.0
2005-02-23,521.64502,521.64502,509.394012,514.921021,376.494812,765961.0,6.0,2.0,58.0,3.6,1.4,-0.8,0.2,101490.0,0.0
2005-02-24,519.987,519.987,511.235992,511.235992,373.800415,1354833.0,7.0,0.0,29.0,2.7,1.7,0.7,1.5,101300.0,0.0
2005-02-25,511.235992,511.235992,481.390991,492.812988,360.330078,26705164.0,6.0,0.9,47.0,3.3,1.3,-0.7,1.0,101870.0,1.0
2005-02-28,492.812988,502.761993,488.207001,496.497986,363.024445,5177847.0,4.0,6.0,100.0,3.8,-0.4,-4.7,0.4,102450.0,0.0
2005-03-01,493.964996,499.951996,484.890991,490.971008,358.983337,4851816.0,8.0,0.2,41.0,5.9,2.4,-1.0,3.8,100550.0,0.0
2005-03-02,490.971008,493.365997,488.207001,488.207001,356.962311,6861566.0,8.0,0.0,35.0,4.0,2.7,1.4,1.6,100090.0,0.0
2005-03-03,491.661987,501.104004,489.128998,498.339996,364.371277,4750630.0,3.0,8.5,136.0,4.7,1.8,-1.0,0.4,101570.0,0.0
2005-03-04,502.024994,502.024994,493.964996,496.497986,363.024445,3323427.0,6.0,1.7,68.0,8.0,1.6,-4.8,2.4,101370.0,1.0
2005-03-07,451.362,463.337006,442.149994,457.809998,334.736938,25878615.0,6.0,0.3,48.0,7.5,3.0,-1.6,0.0,102940.0,0.0
2005-03-08,458.730988,460.572998,437.544006,446.295013,326.317535,15517072.0,8.0,0.0,39.0,8.1,5.2,2.3,0.0,103050.0,0.0
2005-03-09,442.149994,451.362,442.149994,448.138,327.665161,6887950.0,7.0,0.0,39.0,8.3,6.6,4.9,0.0,103330.0,0.0
2005-03-10,454.81601,454.81601,444.222992,446.295013,326.317535,2047220.0,7.0,1.2,67.0,9.3,6.6,3.9,0.0,102960.0,0.0
2005-03-11,449.519012,455.96701,446.183014,454.125,332.042572,3033158.0,7.0,1.3,69.0,9.9,6.7,3.5,4.0,101530.0,0.0
2005-03-14,449.75,449.75,438.696014,439.386993,321.266632,4804072.0,6.0,1.4,74.0,10.2,5.6,0.9,0.0,101270.0,0.0
2005-03-15,442.380005,442.841003,435.010986,440.308014,321.939972,3844825.0,7.0,0.3,54.0,12.4,8.0,3.6,0.0,101610.0,0.0
2005-03-16,441.229004,441.661987,433.859985,437.313995,319.750885,3265149.0,7.0,3.9,110.0,18.6,15.0,8.1,0.2,101760.0,0.0
2005-03-17,442.149994,442.149994,429.484009,432.938995,316.552002,1325822.0,5.0,9.3,169.0,18.9,15.1,11.3,0.0,102390.0,0.0
2005-03-18,437.544006,438.925995,432.247986,432.247986,316.046753,2548507.0,4.0,8.2,160.0,19.0,13.9,8.8,0.0,102780.0,0.0
2005-03-21,436.393005,438.742004,431.557007,432.018005,315.878632,1113974.0,7.0,2.1,91.0,16.0,11.2,6.3,1.8,100900.0,0.0
2005-03-22,432.938995,432.938995,418.661011,431.096008,315.204468,3242347.0,7.0,0.3,59.0,14.7,12.4,10.1,2.8,100520.0,0.0
2005-03-23,425.799988,429.714996,422.11499,423.036011,309.31131,4698581.0,6.0,5.3,136.0,17.1,12.6,8.0,3.2,101410.0,0.0
2005-03-24,423.036011,439.617004,421.424011,436.622986,319.245636,4355084.0,6.0,3.3,112.0,16.3,13.0,9.7,0.0,101250.0,0.0
2005-03-25,436.622986,436.622986,436.622986,436.622986,319.245636,0.0,5.0,4.6,131.0,15.9,12.2,8.5,0.0,101580.0,0.0
2005-03-28,436.622986,436.622986,436.622986,436.622986,319.245636,0.0,5.0,7.0,164.0,14.9,10.4,6.0,0.0,101150.0,0.0
2005-03-29,416.358002,416.634003,416.174011,416.588013,304.59668,73813.0,8.0,0.0,52.0,9.5,8.0,6.6,21.0,101130.0,0.0
2005-03-30,409.910004,418.431,409.910004,417.049011,304.933746,3083774.0,8.0,0.0,53.0,11.2,9.3,7.4,1.0,101320.0,0.0
2005-03-31,417.049011,418.200012,416.73999,417.970001,305.607178,1331273.0,8.0,0.0,53.0,11.1,9.9,8.7,0.0,102230.0,0.0
2005-04-01,417.970001,427.411987,417.970001,425.570007,311.16394,2670818.0,7.0,5.5,152.0,15.7,12.0,8.3,0.0,102380.0,0.0
2005-04-04,425.570007,425.570007,418.200012,419.122009,306.449432,3206078.0,7.0,0.2,65.0,12.1,11.2,10.2,0.6,102020.0,0.0
2005-04-05,419.122009,421.497986,419.122009,419.582001,306.785736,1173769.0,7.0,4.3,141.0,12.4,8.1,3.8,0.4,102410.0,0.0
2005-04-06,419.812012,426.490997,419.582001,424.64801,310.489868,1116754.0,6.0,4.2,141.0,13.9,10.7,7.5,3.6,101030.0,0.0
2005-04-07,422.346008,432.938995,422.346008,425.570007,311.16394,1828163.0,5.0,7.7,188.0,13.6,10.2,6.7,1.2,100010.0,0.0
2005-04-08,424.64801,425.570007,418.890991,424.64801,310.489868,2342583.0,6.0,2.8,122.0,8.6,6.3,4.0,0.2,101130.0,0.0
2005-04-11,424.64801,425.570007,421.040985,423.72699,309.816406,960618.0,3.0,11.1,234.0,17.2,11.4,5.5,0.0,102930.0,0.0
2005-04-12,421.88501,425.109009,421.88501,422.806,309.143036,593471.0,5.0,2.1,113.0,15.0,10.2,5.4,2.6,102190.0,0.0
2005-04-13,422.806,430.635986,422.806,430.174988,314.531036,1253774.0,7.0,1.2,97.0,12.8,9.9,7.0,0.2,100820.0,0.0
2005-04-14,430.635986,430.635986,421.424011,424.878998,310.658813,872515.0,7.0,2.5,122.0,11.8,9.2,6.7,0.0,100110.0,0.0
2005-04-15,429.945007,429.945007,414.515991,421.88501,308.469604,1750566.0,7.0,0.0,62.0,9.8,6.4,2.9,1.8,100480.0,0.0
2005-04-18,417.73999,417.73999,408.114014,414.746002,303.249908,2043912.0,4.0,8.2,210.0,15.3,11.5,7.7,2.6,99640.0,0.0
2005-04-19,417.51001,420.042999,410.830994,413.825012,302.576447,2181866.0,5.0,6.4,187.0,14.8,9.5,4.2,0.0,100470.0,0.0
2005-04-20,415.89801,427.411987,415.89801,427.411987,312.510803,1343232.0,5.0,1.6,111.0,11.2,7.9,4.6,0.0,101340.0,0.0
2005-04-21,423.497009,426.490997,413.320007,423.72699,309.816406,1610727.0,3.0,10.1,238.0,15.3,10.5,5.7,0.0,101920.0,0.0
2005-04-22,423.72699,430.406006,423.497009,428.333008,313.184265,1299818.0,5.0,10.5,244.0,17.7,11.3,4.9,0.0,101350.0,0.0
2005-04-25,429.253998,429.253998,425.109009,428.794006,313.521332,609930.0,8.0,0.2,78.0,12.6,10.4,8.2,2.8,100880.0,0.0
2005-04-26,429.023987,429.023987,424.417999,426.029999,311.500305,1022074.0,6.0,4.6,169.0,15.5,11.4,7.3,2.0,100970.0,0.0
2005-04-27,428.333008,429.945007,420.963989,423.958008,309.985382,1226587.0,5.0,9.3,236.0,15.6,11.2,6.9,2.6,101460.0,0.0
2005-04-28,429.484009,429.484009,414.976013,425.338989,310.995117,939980.0,8.0,0.2,80.0,14.9,11.6,8.3,0.2,101560.0,0.0
2005-04-29,422.806,428.333008,420.042999,425.109009,310.826843,1123109.0,7.0,9.4,240.0,19.0,14.2,9.3,0.0,101850.0,0.0
2005-05-02,425.109009,425.109009,425.109009,425.109009,310.826843,0.0,5.0,9.3,242.0,21.3,17.3,13.3,0.4,101140.0,0.0
2005-05-03,427.411987,428.102997,420.27301,426.490997,311.837372,1101455.0,6.0,5.3,187.0,18.1,14.7,11.3,3.2,101100.0,0.0
2005-05-04,428.102997,428.333008,423.266998,425.570007,311.16394,709480.0,7.0,0.4,91.0,11.8,11.4,11.1,0.0,101900.0,0.0
2005-05-05,427.641998,427.641998,420.27301,425.338989,310.995117,429665.0,5.0,4.8,181.0,18.5,10.9,3.3,0.0,102190.0,0.0
2005-05-06,427.641998,427.641998,424.64801,424.878998,310.658813,1161935.0,6.0,10.2,258.0,17.2,13.4,9.5,1.6,101740.0,0.0
2005-05-09,425.799988,426.490997,419.122009,425.338989,310.995117,1227507.0,4.0,7.4,223.0,13.1,8.8,4.4,0.0,101650.0,0.0
2005-05-10,425.570007,427.053009,415.666992,423.72699,309.816406,1828793.0,4.0,7.9,231.0,12.9,8.4,3.8,0.4,102280.0,0.0
2005-05-11,423.72699,427.411987,419.122009,425.570007,311.16394,2955456.0,4.0,7.9,232.0,13.1,7.8,2.5,0.0,102620.0,0.0
2005-05-12,426.029999,431.096008,423.958008,424.187988,310.153534,1327785.0,5.0,12.8,298.0,15.3,9.6,3.9,0.0,102250.0,0.0
2005-05-13,420.042999,426.490997,420.042999,423.036011,309.31131,595375.0,7.0,6.9,219.0,16.9,12.2,7.6,0.0,101930.0,0.0
2005-05-16,424.417999,426.029999,420.042999,422.11499,308.637878,208877.0,7.0,1.5,126.0,16.7,12.3,7.9,2.8,101660.0,0.0
2005-05-17,421.654999,427.411987,421.654999,423.72699,309.816406,523877.0,6.0,9.4,258.0,12.9,8.7,4.5,0.0,102080.0,0.0
2005-05-18,426.859009,427.872009,422.11499,426.029999,311.500305,656047.0,6.0,4.1,178.0,15.6,10.2,4.9,0.4,102130.0,0.0
2005-05-19,427.872009,442.149994,425.109009,433.859985,317.225433,4208317.0,8.0,0.1,86.0,14.6,12.0,9.5,5.2,101540.0,0.0
2005-05-20,435.701996,441.690002,432.303009,438.696014,320.761353,7464216.0,6.0,5.6,204.0,19.1,15.9,12.4,0.4,101060.0,0.0
2005-05-23,440.078003,442.149994,437.03299,439.846985,321.602875,2163556.0,4.0,11.5,291.0,17.8,12.6,7.3,0.2,101470.0,0.0
2005-05-24,438.466003,442.149994,437.987,441.459015,322.781647,1355037.0,6.0,5.1,198.0,18.7,14.4,10.1,0.2,101690.0,0.0
2005-05-25,437.084015,446.526001,437.084015,442.610992,323.623871,2204232.0,7.0,3.1,163.0,22.2,16.4,10.7,0.0,102080.0,0.0
2005-05-26,443.992004,448.368011,441.928986,444.453003,324.970764,692850.0,7.0,6.0,214.0,24.4,19.2,14.1,0.0,101600.0,0.0
2005-05-27,444.683014,444.683014,438.466003,439.386993,321.266632,2731172.0,2.0,13.7,321.0,30.7,22.2,13.6,0.0,101120.0,0.0
2005-05-30,439.386993,439.386993,439.386993,439.386993,321.266632,0.0,4.0,10.9,287.0,18.6,14.2,9.9,0.2,102200.0,0.0
2005-05-31,430.865997,442.242004,430.865997,442.149994,323.286835,1612629.0,5.0,12.9,313.0,20.3,14.3,8.3,0.0,102550.0,0.0
2005-06-01,439.846985,442.795013,438.466003,442.149994,323.286835,1060823.0,7.0,0.1,87.0,16.7,13.6,10.6,1.4,102130.0,0.0
2005-06-02,442.149994,444.683014,440.308014,442.149994,323.286835,574030.0,7.0,0.4,101.0,19.5,16.6,13.6,0.0,101500.0,0.0
2005-06-03,439.846985,449.05899,439.846985,446.756012,326.654602,1324433.0,6.0,6.7,229.0,22.3,17.3,12.3,11.2,100860.0,0.0
2005-06-06,449.05899,455.04599,446.756012,451.362,330.022339,1454793.0,6.0,1.0,121.0,16.9,15.0,13.0,0.0,102400.0,0.0
2005-06-07,451.362,453.20401,449.997986,450.209991,329.180023,1159096.0,4.0,14.6,337.0,18.2,12.0,5.8,0.0,103600.0,0.0
2005-06-08,446.756012,452.743011,446.756012,450.440002,329.348267,477507.0,5.0,15.3,345.0,21.4,14.3,7.2,0.0,103680.0,0.0
2005-06-09,450.901001,452.28299,447.842987,448.597992,328.001465,3376170.0,4.0,8.8,262.0,22.9,16.1,9.3,0.0,103130.0,0.0
2005-06-10,447.446991,453.665009,446.756012,449.519012,328.674835,1482658.0,6.0,4.0,186.0,19.7,17.2,14.6,0.0,102450.0,0.0
2005-06-13,453.20401,454.125,449.75,453.20401,331.369171,2620021.0,2.0,13.0,318.0,19.9,12.9,5.9,0.0,100780.0,0.0
2005-06-14,451.362,456.889008,451.362,455.506989,333.05304,2902831.0,4.0,6.8,233.0,20.7,14.5,8.3,2.0,101050.0,0.0
2005-06-15,453.665009,456.889008,453.665009,456.197998,333.558258,2750386.0,6.0,5.6,214.0,21.5,16.5,11.5,0.8,101340.0,0.0
2005-06-16,455.96701,458.040009,454.95401,455.506989,333.05304,1327933.0,7.0,1.3,130.0,20.5,16.9,13.3,0.4,102000.0,0.0
2005-06-17,455.96701,456.889008,453.43399,455.04599,332.715942,3464336.0,5.0,6.9,235.0,26.4,21.9,15.1,0.0,102650.0,0.0
2005-06-20,453.665009,453.873993,448.984985,452.743011,331.032166,1071265.0,6.0,5.7,216.0,27.7,23.6,19.6,0.0,101540.0,0.0
2005-06-21,451.59201,453.665009,451.574005,452.28299,330.69577,577791.0,6.0,13.1,320.0,26.1,20.8,15.4,0.0,102000.0,0.0
2005-06-22,452.973999,455.074005,450.440002,452.28299,330.69577,1379747.0,3.0,15.1,345.0,28.7,21.6,14.6,0.0,102180.0,0.0
2005-06-23,452.743011,452.743011,450.67099,451.362,330.022339,978746.0,4.0,12.7,315.0,31.1,23.5,15.9,0.0,101790.0,0.0
2005-06-24,450.67099,451.821991,445.604004,448.597992,328.001465,1791022.0,6.0,5.2,208.0,25.3,21.6,18.0,7.8,101440.0,0.0
2005-06-27,444.453003,450.209991,441.690002,443.992004,324.633636,697363.0,3.0,14.8,340.0,26.2,19.2,12.1,0.0,102260.0,0.0
2005-06-28,442.610992,446.065002,436.393005,443.071014,323.960205,2607893.0,5.0,6.5,228.0,27.3,20.8,14.4,5.0,101550.0,0.0
2005-06-29,445.834991,449.519012,443.302002,447.677002,327.328003,1658293.0,6.0,7.9,249.0,25.9,20.6,15.3,1.0,100800.0,0.0
2005-06-30,444.914001,453.388,444.645996,452.743011,331.032166,1110826.0,7.0,0.1,89.0,19.6,17.4,15.1,2.8,100710.0,0.0
2005-07-01,452.28299,454.125,449.05899,453.665009,331.706238,2997347.0,6.0,5.5,212.0,22.3,17.4,12.4,0.4,101370.0,0.0
2005-07-04,451.362,453.571991,448.597992,450.440002,329.348267,1438671.0,7.0,3.3,172.0,18.3,15.3,12.3,2.2,100900.0,0.0
2005-07-05,451.362,451.362,443.992004,445.373993,325.644104,1301334.0,6.0,3.4,174.0,17.6,13.8,10.1,1.6,100980.0,0.0
2005-07-06,445.373993,454.125,441.459015,450.901001,329.685272,4557498.0,6.0,5.5,211.0,19.9,16.5,13.1,0.6,100810.0,0.0
2005-07-07,453.665009,458.040009,427.182007,448.597992,328.001465,7249134.0,7.0,1.1,123.0,20.2,16.3,12.4,0.4,101390.0,0.0
2005-07-08,449.980011,459.652008,447.907013,455.04599,332.715942,4387251.0,6.0,3.8,181.0,20.3,16.5,12.7,0.0,101910.0,0.0
2005-07-11,457.809998,457.809998,452.28299,454.125,332.042572,1074194.0,5.0,11.2,290.0,27.7,23.0,18.4,0.0,103130.0,0.0
2005-07-12,451.821991,457.809998,451.821991,457.348999,334.399933,2265897.0,3.0,13.2,315.0,27.3,20.8,14.3,0.0,102990.0,0.0
2005-07-13,456.889008,463.796997,443.761993,460.803009,336.925354,2045318.0,3.0,11.6,295.0,30.0,22.1,14.2,0.0,102460.0,0.0
2005-07-14,465.408997,465.408997,457.57901,461.493988,337.430573,1027860.0,3.0,14.4,328.0,30.9,24.5,18.1,0.0,101870.0,0.0
2005-07-15,461.033997,465.869995,456.65799,458.269989,335.073303,1426081.0,5.0,10.3,276.0,28.2,22.4,16.6,0.0,101460.0,0.0
2005-07-18,461.033997,463.337006,458.31601,460.572998,336.757111,1586982.0,4.0,8.3,247.0,26.4,21.0,15.6,0.4,100880.0,0.0
2005-07-19,458.960999,464.257996,458.960999,461.725006,337.599518,999150.0,4.0,8.4,248.0,23.8,18.5,13.2,0.0,101570.0,0.0
2005-07-20,455.506989,458.730988,455.04599,458.269989,338.741425,575973.0,3.0,11.5,289.0,25.1,20.0,14.8,0.0,102010.0,0.0
2005-07-21,462.415009,463.796997,458.730988,461.493988,341.124634,1793849.0,2.0,12.5,300.0,23.2,17.4,11.6,0.0,102070.0,0.0
2005-07-22,463.566986,466.100006,459.19101,464.949005,343.678436,905689.0,5.0,4.1,180.0,22.0,17.2,12.5,0.0,101650.0,0.0
2005-07-25,467.251007,467.251007,463.337006,463.337006,342.486877,435338.0,8.0,0.2,88.0,18.1,16.8,15.5,0.4,100390.0,0.0
2005-07-26,463.337006,465.408997,459.954987,465.178986,343.84845,518158.0,7.0,0.3,92.0,20.2,17.0,13.9,3.8,101130.0,0.0
2005-07-27,464.257996,469.785004,462.056,468.863007,346.571594,577730.0,8.0,0.0,74.0,17.5,15.1,12.7,3.0,100900.0,0.0
2005-07-28,471.627014,478.535004,469.360992,474.390015,350.656982,1881181.0,6.0,5.7,202.0,25.3,20.3,13.3,0.2,100770.0,0.0
2005-07-29,473.699005,498.339996,469.785004,497.648987,367.849487,10192367.0,5.0,10.6,270.0,23.4,19.0,14.7,0.0,101070.0,0.0
2005-08-01,497.648987,499.630005,493.458008,496.958008,367.338654,1783223.0,6.0,2.2,138.0,21.8,17.8,13.9,0.0,101820.0,0.0
2005-08-02,494.424988,495.649994,483.60199,494.424988,365.466309,1639401.0,2.0,11.3,274.0,24.9,18.6,12.3,0.2,102100.0,0.0
2005-08-03,491.200989,498.165009,491.200989,497.419006,367.679382,0.0,5.0,11.0,270.0,23.8,19.2,14.5,0.0,102190.0,0.0
2005-08-04,494.656006,522.75,494.656006,507.321014,374.998749,4814527.0,6.0,9.4,248.0,22.9,17.6,12.4,6.8,102510.0,0.0
2005-08-05,508.011993,514.921021,502.484985,503.867004,372.445618,841068.0,7.0,6.2,203.0,22.4,18.0,13.6,0.2,101860.0,0.0
